epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
121,6906.34,0.87389,0.74468,1.1168,0.83118,0.67741,0.74304,0.54989,0.96107,0.88885,1.11013,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
122,6962.96,0.89339,0.74571,1.11812,0.82822,0.67964,0.74329,0.55065,0.95986,0.88885,1.10961,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,7019.65,0.88512,0.74247,1.11432,0.82817,0.68013,0.74363,0.55117,0.95902,0.88897,1.10961,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,7076.26,0.87291,0.72946,1.10546,0.8269,0.68181,0.74369,0.55155,0.95766,0.8885,1.10896,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,7132.86,0.8745,0.73123,1.11185,0.82622,0.6822,0.74421,0.55228,0.95643,0.88835,1.10854,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,7189.42,0.86896,0.72547,1.10546,0.82486,0.68299,0.74427,0.55235,0.9553,0.88815,1.10807,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,7246.05,0.87292,0.72536,1.10368,0.82752,0.68338,0.74485,0.55309,0.95384,0.88759,1.10765,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,7302.64,0.86078,0.71052,1.1041,0.82873,0.68319,0.74515,0.55349,0.95249,0.88645,1.10666,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,7359.26,0.85353,0.70858,1.09769,0.829,0.68398,0.74575,0.55403,0.95069,0.88557,1.10555,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,7415.98,0.85509,0.70564,1.09623,0.83065,0.68305,0.74566,0.55485,0.94961,0.88503,1.10475,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,7472.64,0.85151,0.69524,1.09157,0.83057,0.68392,0.74608,0.55516,0.94906,0.88478,1.10457,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,7529.31,0.84308,0.69518,1.09352,0.832,0.68361,0.74642,0.55575,0.94784,0.88468,1.10397,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,7585.92,0.84378,0.68406,1.08775,0.83347,0.6839,0.74656,0.55626,0.94685,0.88398,1.10322,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,7642.59,0.84725,0.69217,1.0894,0.83413,0.68458,0.7464,0.55674,0.94557,0.88339,1.10255,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,7699.22,0.8374,0.68342,1.08462,0.83557,0.68422,0.74702,0.55723,0.94505,0.88349,1.1026,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
